Yapılacak şey;Şehir;Yer Adı;Açıklama (TR);Description (EN);
Türkçe’den çevirsin.;Oslo;Røtter St. Hanshaugen;Doğal yaşam marketi. St. Hanshaugen sakinlerinin sağlıklı yaşam sırrı olan Røtter, raflarını dolduran taze organik sebzeler, ekşi mayalı ekmekler ve yerel üreticilerden gelen doğal ürünlerle 'bakkal' kültürünü modern ve sürdürülebilir bir anlayışla yaşatıyor.;;
Türkçe’den çevirsin.;Oslo;Velouria Vintage;Geçmişin modası. Oslo'nun vintage sahnesinin kraliçesi. 60'lar, 70'ler ve 80'lerden özenle seçilmiş tasarımcı parçaları, deri ceketleri, band tişörtleri ve aksesuarlarıyla, kendine özgü bir tarz arayanların hazine sandığı.;;
Türkçe’den çevirsin.;Oslo;Lush Dive;Kağıt tutkusu. Kırtasiye sevenler için bir mabet olan Lush Dive, dünyanın dört bir yanından gelen tasarım defterler, dolma kalemler ve özel kağıt ürünleriyle yazma eylemini sanata dönüştüren zarif bir mağaza.;;
Türkçe’den çevirsin.;Oslo;Heaven Scent;Kokunun sanatı. Ticari parfümlerden sıkılanlar için, dünyanın en seçkin ve niş parfüm evlerinden gelen nadir kokuları, lüks kozmetik ürünlerini ve mumları keşfedebileceğiniz, duyulara hitap eden şık bir butik.;;
Türkçe’den çevirsin.;Oslo;Gutta på Haugen;Lezzet tepesi. St. Hanshaugen'in en popüler köşesi olan bu gurme şarküteri, İtalya ve İspanya'dan gelen peynirler, kurutulmuş etler ve özel soslarla dolu, 'iyi yemek' tutkunlarının vazgeçilmez adresi. Sandviçleri efsanedir.;;
Türkçe’den çevirsin.;Oslo;Dapper;Modern erkeğin dünyası. Şık giyim mağazası, geleneksel berber dükkanı ve kaliteli bisiklet satış noktasını tek bir çatı altında toplayan Dapper, stil sahibi erkekler için Grünerløkka'nın en havalı yaşam tarzı konsepti.;;
Türkçe’den çevirsin.;Oslo;Mathallen Oslo (Shops);Norveç'in kileri. Yerel çiftçilerin ürettiği ödüllü peynirler, fiyortlardan gelen taze balıklar, sosisler ve el yapımı çikolatalar... Norveç mutfağının en kaliteli malzemelerini eve götürmek için Mathallen'in butik dükkanları bir cennet.;;
Türkçe’den çevirsin.;Oslo;Fiskeriet Shop;Okyanusun bereketi. Youngstorget'teki bu ünlü balıkçının market bölümü, sabahın erken saatlerinde fiyortlardan gelen en taze balıkları, karidesleri ve deniz tarağı gibi özel lezzetleri evinize götürmeniz için sunuyor. Kalite asla şaşmaz.;;
Türkçe’den çevirsin.;Oslo;Robot;Retro cenneti. Hem vintage kıyafetlerin hem de nadir bulunan plakların bir arada satıldığı, duvarları nostaljik posterlerle kaplı bu kült dükkan, müzik ve moda tutkunlarının Grünerløkka'daki ortak buluşma noktası.;;
Türkçe’den çevirsin.;Oslo;Fons;Seçilmiş vintage. Sıradan ikinci el dükkanlarının aksine, raflarında sadece özenle seçilmiş, temiz ve kaliteli vintage parçalar bulunduran Fons, özellikle 90'lar stili spor giyim ve markalı klasik parçalar arayanlar için bir butik.;;
Türkçe’den çevirsin.;Oslo;Chillout Travel Store;Seyyahların evi. Bir sonraki maceranızı planlarken kahvenizi içebileceğiniz, seyahat kitapları, haritalar ve pratik gezi ekipmanları satın alabileceğiniz, gezgin ruhlar için tasarlanmış sıcak ve ilham verici bir kafe-mağaza.;;
Türkçe’den çevirsin.;Oslo;Paleet;Tarihi şıklık. 1800'lerden kalma zarif bir binada yer alan Paleet, lüks moda markaları, İskandinav tasarımları ve kaliteli restoranlarıyla Karl Johan caddesinin en prestijli ve atmosferik alışveriş durağı.;;
Türkçe’den çevirsin.;Oslo;Røør;Bira keşif noktası. Rosenkrantz' gate üzerinde yer alan bu iki katlı bar, 70'ten fazla musluk birası seçeneğiyle (çoğu Norveçli mikro bira üreticilerinden) sadece Oslo'nun değil, İskandinavya'nın en iyi craft bira menülerinden birine sahip.;;
Türkçe’den çevirsin.;Oslo;Andre til Høyre;Ev partisi. Youngstorget'e bakan, şık bir daire konseptinde tasarlanmış (oturma odası, mutfak, kütüphane gibi bölümleri var) bu kokteyl bar, kendinizi çok havalı bir arkadaşınızın ev partisinde gibi hissettiren samimi ve lüks bir deneyim sunuyor.;;
Türkçe’den çevirsin.;Oslo;Schouskjelleren Mikrobryggeri;Mahzen keyfi. Grünerløkka'nın altında, tarihi Schous bira fabrikasının tuğla kemerli mahzeninde yer alan bu mikrobryggeri (mikro bira evi), dev şöminesi ve kendi üretimleri olan taze biralarıyla soğuk kış akşamlarının vazgeçilmezi.;;
Türkçe’den çevirsin.;Oslo;Himkok;Norveç'in gururu. Kendi damıttıkları cin, votka ve aquavit ile hazırladıkları kokteyllerle, Dünyanın En İyi 50 Barı listesine giren bu gizli mekan, hem yerel lezzetleri yüceltiyor hem de miksoloji sanatını zirveye taşıyor.;;
Türkçe’den çevirsin.;Oslo;Summit Bar;Oslo ayaklarınızın altında. Radisson Blu Scandinavia Hotel'in 21. katında yer alan Summit Bar, şehrin en iyi panoramik manzaralarından birini sunuyor. Gün batımında elinizde kokteylinizle fiyordu ve şehri izlemek paha biçilemez.;;
Türkçe’den çevirsin.;Oslo;Torggata Botaniske;Şehirde bir orman. Tavandan sarkan sarmaşıkları, her köşesindeki egzotik bitkileri ve taze otlarla hazırlanan kokteylleriyle, Torggata'nın kaosundan kaçıp yeşillikler içinde nefes alabileceğiniz bir vaha.;;
Türkçe’den çevirsin.;Londra;Neal's Yard;Londra'nın en renkli köşesi. Dar bir geçitten girilen, rengarenk boyalı binaları, sağlıklı yaşam dükkanları ve bitkileriyle şehrin gri havasına inat gizli bir vaha.;;
Türkçe’den çevirsin.;Oslo;Botanical Garden Greenhouses;Camdan ormanlar. Kışın ortasında bile tropikal bir kaçış sunan tarihi seralar. Victoria Evi'nde dev nilüferlerin (Victoria amazonica) büyüleyici güzelliğini, Palmiye Evi'nde ise egzotik iklimlerin sıcaklığını hissedin.;;
Türkçe’den çevirsin.;Oslo;Nakholmen;Fiyordun balkonu. Düz yapısıyla kolay bir yürüyüş rotası sunan Nakholmen, güney ucundaki feneri ve engin deniz manzarasıyla hem yazın hem de kışın feribotla (Ruter) gidilebilen keyifli bir kaçış.;;
Türkçe’den çevirsin.;Oslo;Langøyene;Fiyordun kamp alanı. Oslo Fiyordu'nda çadır kampına izin verilen tek ada olan Langøyene, geniş kumsalı, nudist plajı ve yaz festivalleriyle doğaseverlerin ve özgür ruhların sığınağı.;;
Türkçe’den çevirsin.;Oslo;Ingierstrand Beach;Fiyort mimarisinin incisi. 1930'ların işlevselci mimarisiyle tasarlanmış, ikonik dalış kulesi ve geniş plajıyla ünlü bu tarihi tesis, yaz aylarında Oslo'luların güneşlenmek ve denize girmek için akın ettiği nostaljik bir cennet.;;
Türkçe’den çevirsin.;Oslo;Bleikøya;Küçük ve seçkin. Fiyordun en küçük yerleşim adalarından biri olan Bleikøya, tarihi kulübeleri ve sadece tekneyle ulaşılabilen sakin atmosferiyle, zamanın dışında kalmış özel bir dünya.;;
Türkçe’den çevirsin.;Oslo;Lindøya;Renklerin adası. Kırmızı, sarı ve yeşile boyanmış 300'den fazla minyatür yazlık kulübesiyle (hytter) adeta bir masal diyarını andıran bu ada, fotoğrafçılar ve huzurlu bir yürüyüş arayanlar için bir cennet.;;
Türkçe’den çevirsin.;Oslo;Akerselva Waterfall (Mølla);Şehrin gürleyen gücü. Akerselva Nehri üzerindeki en görkemli şelale olan Mølla, bir zamanlar sanayi devrimine güç verirken şimdi kırmızı tuğlalı eski fabrikaların arasında doğanın gücünü sergileyen büyüleyici bir manzara sunuyor.;;
Türkçe’den çevirsin.;Oslo;Maridalsvannet;Şehrin hayat kaynağı. Oslo'nun kuzeyindeki bu büyük göl, şehrin içme suyunu sağlayan berrak bir rezervuardır. Kıyısına inmek yasak olsa da, çevresindeki orman yolları bisikletçiler, koşucular ve geyik görmek isteyenler için popülerdir.;;
Türkçe’den çevirsin.;Oslo;Oslo Camping;Kamp ateşi ve mini golf. Şehir merkezinde çadırlar ve karavanlar arasında 18 delikli kapalı mini golf sahası. Arkadaşlarınızla biranızı yudumlayıp çocukluğunuza dönebileceğiniz, rekabet dolu eğlenceli bir akşam için ideal.;;
Türkçe’den çevirsin.;Oslo;Tilt;Oyun başlasın. Torggata Bad'ın (eski hamam) içinde yer alan bu devasa oyun barı, shuffleboard, tilt (pinball) makineleri ve retro arcade oyunlarıyla dolu. Arkadaş grubunuzla çocukluğunuza dönüp rekabetin tadını çıkarırken zengin bira menüsünü keşfedebilirsiniz.;;
Türkçe’den çevirsin.;Oslo;Ille Brød;Ekmek devriminin öncüsü. Sadece yerel tahıllar ve ekşi maya kullanarak ekmek yapan bu ödüllü fırın, sadeliğin ve kalitenin manifestosu gibi. Erken gitmekte fayda var, çünkü raflar öğleden sonra boşalıyor.;;
Türkçe’den çevirsin.;Oslo;Handwerk;Elle yapılan sanat. Mathallen gurme marketinin içindeki bu fırın, sadece organik un ve ekşi maya kullanarak yaptığı, kabuğu çıtır içi yumuşacık ekmekleriyle ünlüdür. Bademli kruvasanı mutlaka denenmeli.;;
Türkçe’den çevirsin.;Oslo;Grains;Fransız dokunuşu. Majorstuen'deki bu şık fırın-kafe, özellikle karabuğday unlu galeteleri (galettes) ve tatlı krepleriyle Paris havası estiriyor. Artizan ekmekleri ve kruvasanları da sabah kahvaltısı için mükemmel.;;
Türkçe’den çevirsin.;Oslo;Åpent Bakeri Inkognito;Kraliyet komşusu. Sarayın hemen arkasındaki tarihi bir binada (Inkognito Teras) yer alan bu şık şube, sakin atmosferi, taze pişmiş çörekleri ve kaliteli kahvesiyle öğle yemeği ve iş toplantıları için prestijli bir durak.;;
Türkçe’den çevirsin.;Oslo;Baker Hansen;Norveç'in fırıncısı. 1861'den beri hizmet veren bu köklü zincir, özellikle geniş glutensiz ürün yelpazesiyle ünlüdür. Şehrin her köşesinde bulabileceğiniz sıcak ve güvenilir bir kahve molası noktası.;;
Türkçe’den çevirsin.;Oslo;WB Samson;Şehrin kalbinde tatlı mola. Parlamento binasının karşısındaki Egertorget meydanında bulunan bu tarihi şube, dışarıdaki masalarında oturup Karl Johan caddesinin kalabalığını izlerken 'Hveteboller' (buğday çöreği) yemek için harikadır.;;
Türkçe’den çevirsin.;Oslo;Mjøl Bakeri;Un ve ateş. Gündüzleri yerel unlarla yapılan ekşi mayalı ekmeklerin ve hamur işlerinin satıldığı fırın, akşamları odun ateşinde pişen nefis pizzaların servis edildiği samimi bir restorana dönüşüyor.;;
Türkçe’den çevirsin.;Oslo;Kveitemjøl;Viral lezzetler. Sosyal medyanın yıldızı 'Küp Kruvasan'larıyla (Cube Croissant) ünlü olan Aker Brygge'deki bu modern fırın, sıra dışı şekilli ve dolgulu hamur işleriyle hem göze hem damağa hitap ediyor.;;
Türkçe’den çevirsin.;Oslo;Strøget;Gizli gece hayatı. Torggata ile Storgata arasında sıkışmış, dışarıdan zor fark edilen dar bir pasaj. Ancak içine girdiğinizde, tavanı açık bu 'sokak'ta yan yana dizilmiş barlar ve kulüplerle şehrin gece hayatının en canlı ama saklı köşesini keşfedeceksiniz.;;
Türkçe’den çevirsin.;Oslo;Blå;Akerselva'nın ritmi. Eski bir tekstil fabrikasından dönüştürülen bu efsanevi mekan, nehrin hemen kıyısında, graffitilerle kaplı duvarları, yazın dışarı taşan kalabalığı ve dünyanın dört bir yanından gelen caz ve alternatif müzik gruplarıyla Oslo gece hayatının kalbi.;;
Türkçe’den çevirsin.;Oslo;The Villa;Yeraltının sesi. Møllergata'nın altında gizlenen bu kulüp, beton duvarları, karanlık atmosferi ve  dünyaca ünlü DJ'lerin performanslarıyla Oslo'nun tekno ve elektronik müzik mabedi. Dans etmek için sabahı edenlerin adresi.;;
Türkçe’den çevirsin.;Oslo;Vårt Daglige Brød;Adı gibi kutsal. Bislett bölgesinin favori sabah durağı. Taze sıkılmış meyve suları, sağlıklı kahvaltı tabakları ve rahat koltuklarıyla 'Vårt Daglige Brød', güne huzurlu bir başlangıç yapmak isteyenlerin buluşma noktası.;;
Türkçe’den çevirsin.;Oslo;Kiosk!;Benzinlikten kahve istasyonuna. 1930'lardan kalma eski bir benzin istasyonunun (Galgeberg) restore edilmesiyle ortaya çıkan bu minik büfe, mahalle sakinlerinin köpeklerini gezdirirken uğrayıp 'kick' (kahve) aldıkları sevimli bir durak.;;
Türkçe’den çevirsin.;Oslo;Liebling;Berlin rüzgarı. Grünerløkka'nın tepesinde yer alan bu kafe, retro mobilyaları, arka fonda çalan güzel müzikleri ve rahat 'oturma odası' havasıyla, uzun saatler kitap okuyup arkadaşlarınızla sohbet edebileceğiniz bir kaçış noktası.;;
Türkçe’den çevirsin.;Oslo;Talor & Jørgen;Donut devrimi. Pastel renkli dekorasyonu ve her gün taze hazırlanan el yapımı donutlarıyla Instagram'ın favorisi olan mekan, aynı zamanda kendi kavurdukları özel kahveleriyle tatlı krizlerini bir gurme deneyimine dönüştürüyor.;;
Türkçe’den çevirsin.;Oslo;Java Espressobar;Espresso sanatının okulu. 1997'den beri St. Hanshaugen mahallesinin sabah rutini olan bu küçük bar, İtalyan geleneğine sadık kalarak hazırladığı sert espressoları ve samimi ortamıyla kahve puristlerinin değişmez adresi.;;
Türkçe’den çevirsin.;Oslo;Stockfleths;Kahvenin öncüleri. 1895'ten beri Oslo'da kahve kültürünü yaşatan bu köklü zincir, baristalarının ustalığı ve doğrudan ticaret (direct trade) çekirdekleriyle 'zincir kahveci' algısını yıkan bir lezzet kalitesi sunuyor.;;
Türkçe’den çevirsin.;Oslo;Farine;Kampen'in tatlı sırrı. Şirin ahşap evlerin arasında gizlenmiş bu mahalle fırını, özellikle kakuleli çörekleri (Kardemommeboller) ve ekşi mayalı ekmekleriyle yerel halkın kuyruğa girdiği, sıcak ve davetkar bir lezzet durağı.;;
Türkçe’den çevirsin.;Oslo;KaffeBrenneriet;Mahallenin kahvecisi. Her köşebaşında karşınıza çıkabilecek bu sempatik zincir, kırmızı tuğlalı sıcak atmosferi, lezzetli hamur işleri ve 'Dagens Kaffe' (Günün Kahvesi) ile Oslo'luların günlük ritüelinin bir parçası.;;
Türkçe’den çevirsin.;Oslo;Pust Kaffebar;Nefes aldıran mekan. Adı 'Nefes' anlamına gelen Pust, bol bitkili dekorasyonu, rahat koltukları ve sessiz ortamıyla Majorstuen'deki öğrencilerin ve freelancerların favori çalışma ve dinlenme kahvecisi.;;
Türkçe’den çevirsin.;Oslo;Neongrut;Neon ve Vegan. Tøyen'in en renkli köşesi. Pembe neon ışıkları altındaki lezzetli vegan sandviçleri, 'Golden Latte'si ve pop-art dekorasyonuyla hem gözünüze hem de sağlığınıza hitap eden modern bir kafe.;;
Türkçe’den çevirsin.;Oslo;Godt Brød Grünerløkka;Organik lezzetin adresi. Geniş ve aydınlık mekanıyla Grünerløkka'nın kalbinde yer alan bu fırın-kafe, tamamen organik unlarla hazırlanan ekmekleri, bol malzemeli sandviçleri ve huzurlu ortamıyla kahvaltı ve öğle molaları için ideal.;;
Türkçe’den çevirsin.;Oslo;Fuglen Oslo;Zaman yolculuğu. New York Times'ın 'uçmaya değer' dediği bu ikonik kahve-bar, 1963'ten kalma orijinal dekorasyonu, seçkin İskandinav kahveleri ve ödüllü kokteylleriyle Oslo'nun en cool mekanıdır.;;
Türkçe’den çevirsin.;Oslo;Kobberhaughytta;Modern dağ evi. DNT (Norveç Turist Derneği) tarafından işletilen bu şık ve modern kulübe, cam duvarlarından sunduğu muhteşem Sørkedalen manzarası ve gurme standartlarındaki yemekleriyle dağda lüksü yaşatıyor.;;
Türkçe’den çevirsin.;Oslo;Kikutstua;Nordmarka'nın kalesi. Ormanın derinliklerinde, bir tepenin üzerinde heybetle duran bu büyük kulübe, hem konaklama imkanı sunan bir otel hem de kışın kayakçıların, yazın bisikletçilerin 'Waffle ve Kakao' molası verdiği efsanevi bir merkezdir.;;
Türkçe’den çevirsin.;Oslo;Deichman Grünerløkka;Çizgi roman cenneti. Schous Plass meydanındaki bu modern kütüphane, Norveç'in en büyük çizgi roman koleksiyonuna (Serieteket) ev sahipliği yapmasıyla bilinir. Büyük camlarından meydanı izleyerek kitap okumak çok keyiflidir.;;
Türkçe’den çevirsin.;Oslo;Deichman Bjørvika;"Geleceğin kütüphanesi. Opera Binası'nın yanında yükselen bu ödüllü yapı, sadece kitap değil; 3D yazıcılar, sinema salonları, oyun odaları ve muhteşem fiyort manzaralı çalışma alanlarıyla modern bir yaşam merkezi.";;
Türkçe’den çevirsin.;Oslo;Deichman Majorstuen;Klasik ve modernin buluşması. Majorstuen bölgesinin entelektüel merkezi olan bu kütüphane, sessiz okuma salonları, geniş plak koleksiyonu ve çocuk bölümüyle yerel halkın huzurlu sığınağı.;;
Türkçe’den çevirsin.;Oslo;Kulturkirken Jakob;Kutsal mekandan kültür merkezine. Eski bir kilisenin sahne sanatlarına açıldığı bu benzersiz mekan, yüksek tavanlı akustiğinde düzenlenen konserler, tiyatrolar ve edebi etkinliklerle şehrin en atmosferik performans salonlarından biri.;;
Türkçe’den çevirsin.;Oslo;Vettakollen Viewpoint;En iyi fiyort manzarası. Metroyla (Sognsvann hattı) kolayca ulaşılabilen bu tepeden, Oslo Fiyordu'nun, adaların ve şehir siluetinin ayaklarınızın altına serildiği o meşhur panoramik görüntüye sadece 15 dakikalık bir yürüyüşle ulaşabilirsiniz.;;
Türkçe’den çevirsin.;Oslo;Grefsenkollen Viewpoint;Gün batımı terası. Şehre kuzeyden bakan bu tepe, hem arabayla ulaşım kolaylığı hem de tarihi restoranı (Grefsenkollen Restaurant) ile ünlüdür. Kahvenizi yudumlarken güneşin fiyort üzerinden batışını izlemek büyüleyicidir.;;
Türkçe’den çevirsin.;Oslo;Natural History Museum;Doğanın hazine sandığı. Botanik Bahçesi'nin kalbinde yer alan müze, dinozor iskeletlerinden nadir minerallere, dünyanın dört bir yanından gelen hayvan örnekleriyle evrenin ve yaşamın evrimini keşfetmek için büyüleyici bir durak.;;
Türkçe’den çevirsin.;Oslo;Mini Bottle Gallery;Dünyanın en eksantrik müzesi. Christian Ringnes'in topladığı 53.000'den fazla minyatür şişeyle dolu, şişe içinde şişe, meyve içinde şişe gibi çılgın tasarımların sergilendiği, kaydırakla alt kata inilen eğlenceli ve renkli bir galeri.;;
Türkçe’den çevirsin.;Oslo;Paradox Museum Oslo;Gerçekliği sorgulatan eğlence. Yerçekimine meydan okuyan odalar, akıl almaz optik illüzyonlar ve interaktif sergilerle beyninizi kandıran, hem çocuklar hem de yetişkinler için şaşırtıcı fotoğraf kareleri sunan bir deneyim müzesi.;;
