Şehir,Yer Adı,Kategori,Açıklama (TR),Description (EN)
Brüksel,Basilica of the Sacred Heart,Tarih,"Dünyanın 5. büyük kilisesi olan bu Art Deco şahĩseri, 1905'te inşaata başlanıp 1969'da tamamlandı. Kubbesimdeki panoramik teras, şehrin 360 derece manzarasını sunar. Yeşil kubbesi uzaktan bile görüldr.",
Brüksel,Belga & Co,Kafe,"Ixelles'in sakin bir köşesindeki bu bahçeli kafe, güneşli günlerde arka bahçede kitap okumak için ideal. Ev yapımı kekler, kaliteli kahve ve samimi atmosferiyle şehrin stresinden uzaklaşın.",
Brüksel,Belgian Beer World,Müze,"2023'te açılan bu müze, 19. yüzyılın görkemli Borsa (La Bourse) binasında Belçika bira kültürünü keşfetmenizi sağlar. İnteraktif sergiler, hologramlar ve tabii ki tadım seçenekleriyle birayı beş duyuyla deneyimleyin.",
Brüksel,Billy the Cat Mural,Sanat,"Stephane Colman ve Stephen Desberg'in eseri Billy the Cat, bir trafik kazası sonrası kediye dönüşen çocuğun hikayesidir. Bu neşeli duvar resmi, Marolles sokaklarına renk katıyor.",
Brüksel,Bip Bip (Road Runner) Statue,Simge,"Avenue de la Toison d'Or'a renk katan Bip Bip (Road Runner) heykeli, çizgi filmin enerjisini yakalar. Coyote'nin (Vil Coyote) onu yakalamaya çalışırkenki hüsranını hayal edebilirsiniz.",
Brüksel,Black Tower (Tour Noire),Tarih,"Modern Novotel'in hemen arkasında saklı bu ortaçağ kulesi, 13. yüzyıl Brüksel surlarının tek ayakta kalıan parçasıdır. Siyahımısı taşları nedeniyle 'Kara Kule' adını almıştır. Bir zamanlııar hapishane olarak kullanılmıştır.",
Brüksel,Blake & Mortimer Mural,Sanat,"Edgar P. Jacobs'un yarattığı İngiliz kahramanlar Blake ve Mortimer, sarı M damgasıeyla tanınan klasik macera serisinden bir sahne. 1946'dan beri devam eden bu efsane, Çizgi roman Merkezi'nde de görülebilir.",
Brüksel,Blondin & Cirage Mural,Sanat,"Jijé'nin (Joseph Gillain) yarattığı Blondin ve Cirage, Belçika çizgi romanının ilk dönem ikililerindendir. Bu duvar resmi, onların dinamik ve macera dolu dünyasını Rue des Capucins'e taşıyor.",
Brüksel,Bois de la Cambre,Park,"Sonian Ormanı'nın şehre uzanan kolu olan bu devasa park, Brüksel'in 'akciğerleri'dir. Ortasındaki gölette kayıkla gezebilir, Chalet Robinson'da mola verebilir veya hafta sonları trafiğe kapatılan yollarda bisiklet sürebilirsiniz.","Massive park with pond and woods, considered the city's lungs."
Brüksel,Boule & Bill Statue,Simge,"Jette belediyesinde yer alan bu bronz heykel grubu, Boule (çocuk) ve Bill (cocker spaniel) ikilisinin eğlenceli dünyasını sokağa taşır. Jean Roba'nın yarattığı sıcak aile komedisinin anısına.",
Brüksel,Broussaille Comic Mural,Sanat,"1991'de çizilen Brüksel'in resmi ilk çizgi roman duvar resmi, Frank Pé'nin yarattığı Broussaille ve Catherine karakterlerini gösterir. Rue du Marché au Charbon'ıun köşesinde, romantik bir sokak sahneŅsi tasvir eder.",
Brüksel,Buddy Buddy,Kafe,"El yapımı fıstık ezmesi ve benzersiz fıstık ezmeldi kahvelerle tanınan bu pembe pastel renkli mekan, vegan dostu seçenekleriyle öne çıkar. Instagramable dekoruyla genç ckütürün favori adresi.",
Brüksel,Café Belga,Bar,"Eski Flagey radyo binasının (Art Deco gemisi) zemin katında yer alan bu ikonik kafe, Brüksellilerin en popüler buluşma noktasıdır. Geniş terası ve rahat atmosferiyle günün her saati canlıdır.",
Brüksel,Café Capitale,Kafe,"Brüksel'in kaliteli yerel kahvecilerinden biri olan Capitale, kendi kavurma tesisinde üretdiği kahveleri sunar. İtalyan maçkĩato, filtre kahve ve taze pastalarla sabahları şık bir başlangıç yapın.",
Brüksel,Caméléon,Alışveriş,"Belçika'nın ilk ekolojik mağazası olan Caméléon, ünlü moda ve ev dekorasyon markalarını indirimli fiyatlarla sunar. Sadece üyelerin girebildiği bu devasa outlet, sürdürülebilir alışverişin adresidir.",
Brüksel,Cathedral of St. Michael and St. Gudula,Tarih,"13-15. yüzyıllar arasında inşa edilen Brabant Gotik tarzındaki bu katedral, Belçika kraliyet düğünlerine ve önemli devlet törenlerine ev sahipliği yapar. Bernard van Orley'in vitraya pencereleri ve Brabant heraldik sembolleri göz kamaştırır.",
Brüksel,Chez Léon,Restoran,"1893'ten beri hizmet veren bu efsanevi restoran, Belçika'nın en ünlü yemeği 'Moules-Frites' için en ikonik adres. Her yıl 700 ton midye tüketen bu mekan, hızlı servisi ve tutarlı kalitesiyle dünyanın dört bir yanından ziyaretçi ağırlar.","Serving since 1893, this legendary restaurant is the most iconic address for Belgium's most famous dish 'Moules-Frites'. Consuming 700 tons of mussels annually, this place welcomes visitors from around the world with its fast service and consistent quality."
Brüksel,Chez Richard,Bar,"Sablon Meydanı'nın en şık köşesinde yer alan Chez Richard, mavi tenteli terasıyla 'görmek ve görünmek' için idealdir. Organik şarapları ve gurme bar atıştırmalıklarıyla lüks ama rahat bir mola noktası.",
Brüksel,Choco-Story Brussels,Müze,"Mayaların kakao keşfinden modern Belçika çikolatasına uzanan bu interaktif müzede, gerçek bir çikolata ustasının pralin yapımını izleyin ve sıcak taze çikolata tadın. Hem çocuklar hem yetişkinler için tatlı bir deneyim.",
Brüksel,Church of Saint-Jacques-sur-Coudenberg,Tarih,"Kraliyet Meydanı'nın görkemini tamamlayan bu neoklasik kilise, 18. yüzyılda Roma'dakı Pantheon'dan ilham alınarak inşa edildi. Altı korintyen sütunu ve zarif üçgen alınlığıyla Belçika klasik mimarisinin en iyi örneklerinden.",
Brüksel,Comic Art Museum,Müze,"Art Nouveau mimarı Horta'nın tasarladığı bu binada Çizgi Roman Merkezi, Belçika'ın dünyaya kazandırdığı Tenten, Şirinler ve Lucky Luke gibi karakterlerin yolculuğuna çıkarır. Orijinal çizimler, taslaklar ve interaktif sergilerle hem çocukları hem yetişkinleri büyeleyen bir mekan.","The Comic Strip Center in this Horta-designed Art Nouveau building takes visitors on a journey through characters Belgium gave to the world - Tintin, Smurfs, and Lucky Luke. A place that enchants both children and adults with original drawings, drafts, and interactive exhibits."
Brüksel,Comte de Flandre Metro Art,Sanat,"Paul Van Hoeydonck'un '16 X Icarus' adlı eseriyle dolu istasyon. Tavandan sarkan ve farklı pozlarda düşen Icarus figürleri, yolcuların başının üzerinde sürreal bir atmosfer yaratır.",
Brüksel,Corica Coffee Shop,Kafe,"1948'den beri hizmet veren bu tarihi kafe, dünyanın dört bir yanından 40'tan fazla çeşit kahve çekirdeği satıyor. Masada kahvenizi içerken antika kahve değirmenlerini ve tarihi atmosferi de deneyimleyin.",
Brüksel,Coudenberg Palace,Tarih,"1731'deki yangında yok olan eski imparatordluk sarayının kalıntıları bugün şehrin altında keşfedileri bekliyor. Charles V'in sarayının temelleri, sokakları ve mahzenleri arasında yürüyerek tarih yolculuğu yapın.",
Brüksel,Cubitus Mural,Sanat,"Dupa'nın yarattığı beyaz, sevimli köpek Cubitus, bu duvar resminde Manneken Pis ile birlikte görülüyor. İki Belçika ikonunun buluşusu - komçk ve sevimli.",
Brüksel,Cubitus Mural 2,Sanat,"Sevimli beyaz köpek Cubitus'un Brüksel'deki ikinci duvar resmi. Bu sefer Rue de Flandre üzerinde yer alan eser, Dupa'nın yarattığı bu tembel ama sevilesi köpeği onurlandırıyor.",
Brüksel,Delirium Café,Bar,"Guinness Rekorlar Kitabı'na 2004'te 2000'den fazla bira çeşidiyle giren bu bar, bugün 3000'ı aşkın farklı bira sunuyor. Pembe fil logolu Delirium Tremens'i mutlaka deneyin. 5 katlık tarihi binada rock müzik ve samimi atmosfer bulunan bu mekan gece hayatının kalbidir.","Entered in the Guinness Book of Records in 2004 with over 2000 beer varieties, this bar now offers more than 3000 different beers. Must try Delirium Tremens with its pink elephant logo. This 5-story historic building with rock music and friendly atmosphere is the heart of nightlife."
Brüksel,Design Museum Brussels,Müze,"Atomium'un yanında yer alan ADAM (Art & Design Atomium Museum), 1950'lerden günümüze plastik tasarım objelerinin en büyük koleksiyonunu sunar. Philippe Starck, Eames ve Kartell gibi ismlerin ikonik parçaları gözlerinizi açar.",
Brüksel,Dille & Kamille,Alışveriş,"İlham veren mutfak gereçleri, doğal sabunlar, ahşap oyuncaklar ve bitkilerle dolu huzurlu bir dükkan. Sürdürülebilir ve estetik ev ürünlerini sevenler için bir terapi merkezi gibi. Her köşesi keşfedilmeyi bekliyor.",
Brüksel,Duden Park,Park,"Forest Park'a bağlı bu 22 hektarlık ormanlık alan, şehrin kalabalığından tamamen uzaklaşmak isteyenler için ideal. Yürüyüş parkurları, yaban hayatı ve yüzyıllık kayyın ağaçlarıyla şehirdeki bir orman deneyimi.",
Brüksel,Eglise Sainte-Catherine,Tarih,"Bir zamanlar şehrin balık ticaretinin merkezi olan bu bölgede yükselen kilise, 15. yüzyıldan kalma bir kulesi ve 19. yüzyılda yeniden inşa edilen ana yapısıyla tarihi katmanları barındırır. Sainte-Catherine Meydanı'nın simgesi.",
Brüksel,Egmont Palace,Tarih,"16. yüzyılda Egmont Kontu için inşa edilen bu saray, bugün Dışişleri Bakanlığı tarafından diplomatik toplantılar için kullanılır. Halka açık bahçesi, şehir merkezinde huzurlu bir vaha sunr, Peter Pan heykeli çocukları büyüler.",
Brüksel,Egmont Park,Park,"Sablon'un kalabalığından kaçıp huzur bulmak isteyenler için ideal bu gizli bahçe, 16. yüzyıl Egmont Sarayı'na aittir. Peter Pan'ın bronz heykeli çocukları büylerken, gölge veren ağaçlar altında kitap okumak keyiflidir.",
Brüksel,Elevator to the Marolles,Ulaşım,"Place Poelaert'tan Marolles bit pazarına inen bu ücretsiz cam asansör, hem ulaşım hem de manzara deneyimi sunar. Aşağı inerken şehrin çatıları ve eski evleri görebilirsiniz. Şehrin en ilginç ulaşım araçlarından biri.",
Brüksel,Elisabeth Chocolatier,Tatlı,"Grand Place yakınındaki bu butik çikolatacı, özellikle devasa merengleri (beze), trüfleri ve artizan çikolatalarıyla ünlüdür. Vitrini bile ağız sulandırmaya yeter. Hediyelik kutuları çok şıktır.",
Brüksel,Fashion & Lace Museum,Müze,"Brüksel'in dünyaca ünlü dantel geleneği bu müzede yaşatılır. 16. yüzyıldan bugüne dantel yapım teknikleri, tarihi kıyafetler ve Belçika modasının evrimi sergilenir. Çerçeveli dantel parçaları adeta görkemli tablolar gibi.",
Brüksel,Filigranes,Alışveriş,"Sadece bir kitapçı değil, bir yaşam alanı. 2600 metrekarelik bu devasa mekanda kitapların arasında kahvenizi içebilir, yazar söyleşilerine katılabilir veya piyano dinletisi eşliğinde dergi okuyabilirsiniz.",
Brüksel,Fin de Siècle,Restoran,"Menüsü kara tahtada yazılı, rezervasyonsuz çalışan, en otantik Belçika restoranı.","Most authentic Belgian restaurant with menu on blackboard, no reservations."
Brüksel,Forest Park (Parc de Forest),Park,"Forest beledlyesinde şehri tepeden gören bu park, gün batımı için Brüksel'in en romantik noktalarından biri. Yaz akşamları piknik yapan aileler ve arkadaş gruplarıyla canlanır. Saint-Denis Ormanı'na uzanır.",
Brüksel,Frank,Kafe,"Muntpunt kütüphanesi karşısındaki bu modern kafe, organik ve yerel malzerlerden yapılan kahvaltılarıyla sabahları dolup taşar. Avokado tostundan granolaya çeşitli sağlıklı seçenekler sunar.",
Brüksel,Frederic Blondeel,Kafe,"Kendi kakao çekirdeklerini bizzat seçip kavuran Pierre Marcolini, çikolatayı bir sanat dalına dönüştürmüştür. Sablon'daki mağazasında mevsimlik koleksiyonlar, makaronlar ve hafif pralinler bulunur.",One of the rare chefs producing bean-to-bar chocolate.
Brüksel,Fritland,Sokak Lezzeti,"1927'den beri Brüksellilerin vazgeçilmez adresi. Çift kızartılmış patatesleri özel sos eşliğinde sunan bu esnaf dükkanı, gece yarısı bile kuyruk yapılıyor. Mitraillette sandviçi (etli-soslu dev patates) tadanları hayran bırakır.",The indispensable address for Brussels locals since 1927. This eatery serving double-fried fries with special sauce has queues even at midnight. The Mitraillette sandwich (giant fries with meat and sauce) impresses all who taste it.
Brüksel,Froud & Stouf Mural,Sanat,"Frédéric Jannin ve Stefan Liberski'nin yarattığı Froud ve Stouf, iki mavi köpeğin varoluşsal ve komik sohbetlerini konu alır. Lavallée sokağındaki bu duvar resmi, Brüksel mizahının modern bir örneğidir.",
Brüksel,Galeries Royales Saint-Hubert,Alışveriş,"1847'de açılan Avrupa'nın ilk kapalı alışveriş pasajı, cam tavanlı koridorlarıyla mimari bir şaheser. Pierre Marcolini, Neuhaus ve Godiva gibi ünlü çikolata dükkanları, butikler ve kafelerle dolu. Yağmurlu günlerde bile keyifle dolaşılan nostaljik bir mekan.","Opened in 1847 as Europe's first covered shopping arcade, this is an architectural masterpiece with glass-roofed corridors. Filled with famous chocolate shops like Pierre Marcolini, Neuhaus, and Godiva, plus boutiques and cafes. A nostalgic spot to stroll even on rainy days."
Brüksel,GardeRobe MannekenPis,Müze,"1698'den günümüze kadar Manneken Pis'in giydiği 1000'den fazla kostümü sergileyen bu eğlenceli müze, heykelin dünya genelindeki sembolik önemini anlatır. Elvis, Drakula, astronot ve futbolcu kıyafetleri arasında gezin!",
