Şehir;Yer Adı;Kategori;Açıklama (TR);Description (EN);Rating
Hallstatt;HTBLA Hallstatt;Kültür;Dünyaca ünlü ahşap oymacılığı ve heykelcilik okulu. Öğrenci işleri bazen sergilenir.;World-famous wood carving and sculpture school. Student works are sometimes exhibited.;4.6
Hallstatt;Halleralm;Restoran;Geleneksel Avusturya yayla atmosferini yaşatan, ineklerin otladığı çayırlara bakan nostaljik Alp kulübesi. Taze süt, ev yapımı peynirler ve rustik Alp yemekleriyle, şehir hayatından kaçış arayanların sığınağı.;A nostalgic Alpine hut overlooking meadows where cows graze, keeping traditional Austrian highland atmosphere alive. A refuge for those seeking escape from city life with fresh milk, homemade cheeses, and rustic Alpine dishes.;4.5
Hallstatt;Hallstatt Museum;Müze;Hallstatt'ın 7000 yıllık tarihine ışık tutan kapsamlı bir müze. Taş Devri'nden günümüze, tuz madenciliğinin ve Kelt kültürünün izlerini burada sürebilirsiniz.;A comprehensive museum shedding light on Hallstatt's 7000-year history. You can trace the footsteps of salt mining and Celtic culture from the Stone Age to the present.;4.5
Hallstatt;Hallstatt Postcard Viewpoint;Manzara;Hallstatt'ın dünya çapında ünlü kartpostal fotoğrafının çekildiği, gölün kuzey kıyısındaki efsanevi manzara noktası. Ahşap evlerin suya yansıdığı bu ikonik görüntü, milyonlarca turisti buraya çeken büyülü bir an yakalamayı vaat ediyor.;The legendary viewpoint on the northern shore of the lake where Hallstatt's world-famous postcard photo is taken. This iconic image where wooden houses reflect on the water promises to capture a magical moment attracting millions of tourists.;4.9
Hallstatt;Hallstättersee Schifffahrt;Ulaşım;Tren istasyonundan köye ulaşımı sağlayan tarihi feribot hattı. Gölün en güzel manzaraları bu yolculukta.;Historic ferry line providing transport from train station to village. Best views of the lake are on this journey.;4.5
Hallstatt;Hand.Werk.Haus Salzkammergut;Müze;Salzkammergut bölgesinin zengin el sanatları geleneğini yaşatan, zanaatkarların çalışmalarını izleyebileceğiniz ve satın alabileceğiniz kültür merkezi. Ahşap oyma, seramik, tekstil ve geleneksel kostümlerle, yerel kültürün canlı vitrini.;A cultural center keeping Salzkammergut region's rich craftsmanship tradition alive, where you can watch artisans work and purchase their creations. A living showcase of local culture with wood carving, ceramics, textiles, and traditional costumes.;4.7
Hallstatt;Haus Hepi;Konaklama;Tepedeki konumuyla muazzam bir göl manzarası sunan, çok sevilen bir oda kahvaltı.;A much-loved B&B offering magnificent lake views with its hilltop location.;4.9
Hallstatt;Heilbronner Kapelle;Tarihi;Dachstein platosunda, trajik bir dağcılık kazasının anısına dikilen küçük anıt şapel. Sert hava koşullarına rağmen ayakta kalan bu yapı, dağcılık tarihine ve kaybedilen canlara saygı duruşu niteliğinde.;A small memorial chapel on Dachstein plateau erected in memory of a tragic mountaineering accident. This structure standing despite harsh weather conditions is a tribute to mountaineering history and lost lives.;4.6
Hallstatt;Hinterer Gosausee;Doğa;Ön gölden yaklaşık 1 saatlik yürüyüşle ulaşılan, Dachstein buzulunun ayaklarına yaklaşan daha az bilinen gizemli göl. Turkuaz suları, yaban hayatı ve dramatik dağ manzarasıyla, maceraperestlerin ödüllendirici hedefi.;A lesser-known mysterious lake reached by about 1-hour walk from the front lake, approaching the feet of Dachstein glacier. A rewarding destination for adventurers with turquoise waters, wildlife, and dramatic mountain views.;4.8
Hallstatt;Hohenzoller Wasserfall;Doğa;Bad Ischl yakınlarında orman içinde gizlenmiş, kolay ulaşılabilir ve huzurlu atmosferiyle ailelere uygun şirin şelale. Nehir boyunca yapılan kısa yürüyüşün ödüllendirici hedefi, piknik ve fotoğraf için ideal.;A charming waterfall hidden in the forest near Bad Ischl, easily accessible and suitable for families with its peaceful atmosphere. An ideal spot for picnic and photography, a rewarding destination of a short walk along the river.;4.5
Hallstatt;Hütteneckalm;Restoran;Dachstein buzulunun muhteşem manzarasına karşı yemek yiyebileceğiniz, geleneksel Avusturya Alp kulübesi. Sıcak çorba, Kaiserschmarrn ve bölgenin en iyi peynir tabakları ile dağcıların favori uğrak noktası.;A traditional Austrian Alpine hut where you can dine against magnificent views of Dachstein glacier. A favorite stop for mountaineers with hot soup, Kaiserschmarrn, and the region's best cheese platters.;4.6
Hallstatt;Im Kainz;Restoran;Heritage Hotel bünyesinde, göl kenarında şık bir akşam yemeği için en iyi adreslerden biri. Yerel balıklar modern sunumlarla geliyor.;One of the best addresses for a stylish dinner by the lake within Heritage Hotel. Local fish comes with modern presentations.;4.7
Hallstatt;Jainzenberg;Doğa;Bad Ischl'in güneşli yamacında, ailelere uygun kolay yürüyüş rotaları ve panoramik manzara noktaları sunan popüler dağ. Çayırlıklar, orman patikları ve geleneksel alm restoranlartıyla, günlük kaçamak için ideal.;A popular mountain on Bad Ischl's sunny slope, offering family-friendly easy hiking trails and panoramic viewpoints. Ideal for a day getaway with meadows, forest paths, and traditional alm restaurants.;4.4
Hallstatt;Janu Sport;Alışveriş;Köyün en büyük mağazası. Hem spor malzemeleri hem de geleneksel Avusturya kıyafetleri ve hediyelik eşyalar bulabilirsiniz.;Biggest shop in the village. You can find both sports equipment and traditional Austrian clothes and souvenirs.;4.5
Hallstatt;Johannesbergkapelle;Tarihi;Küçük bir tepe üzerindeki pitoresk şapel, çevre köy ve göl manzarasıyla romantik bir atmosfer yaratıyor. Kolay bir yürüyüşle ulaşılan bu nokta, sessiz bir anı paylaşmak isteyenler için ideal.;A picturesque chapel on a small hill creating a romantic atmosphere with surrounding village and lake views. This point reached by an easy walk is ideal for those wanting to share a quiet moment.;4.6
Hallstatt;Jutel Obertraun;Konaklama;Spor tesislerine yakın konumuyla, özellikle genç gruplar ve sırtçantalı gezginler için ideal ekonomik konaklama. Ortak mutfak, sosyal alanlar ve Dachstein aktivitelerine kolay erişimle, bütçe dostu Alp deneyimi.;Budget-friendly accommodation ideal especially for youth groups and backpackers with its location near sports facilities. A budget-friendly Alpine experience with shared kitchen, social areas, and easy access to Dachstein activities.;4.2
Hallstatt;KZ-Gedenkstätte Ebensee;Tarihi;II. Dünya Savaşı döneminde burada yaşanan trajedilere tanıklık eden, Nazi toplama kampı anıt alanı ve müzesi. Tarihin karanlık sayfalarını unutmamak ve kurbanları onurlandırmak için önemli bir ziyaret noktası.;A Nazi concentration camp memorial site and museum witnessing the tragedies that occurred here during World War II. An important place to visit to not forget dark pages of history and honor the victims.;4.6
Hallstatt;Kaffeewerkstatt St. Wolfgang;Kafe;Kendi kavurdukları özel kahveleri sunan, vintage dekorasyonlu üçüncü dalga kahve dükkanı. El yapımı pastaları, latte art sunumları ve kahve tutkunlarına özel tarifle rile, modern bir kahve deneyimi.;A third-wave coffee shop with vintage decor serving specialty coffees roasted on-site. A modern coffee experience with homemade pastries, latte art presentations, and special recipes for coffee enthusiasts.;4.8
Hallstatt;Kaiservilla Bad Ischl;Tarihi;İmparator Franz Joseph ve Sisi'nin yazlık sarayı. Tarihi parkı ve iç mekanları büyüleyicidir.;Summer palace of Emperor Franz Joseph and Sisi. Historic park and interiors are fascinating.;4.6
Hallstatt;Kalvarienberg Bad Ischl;Tarihi;14 duraklı çarmıh yolu istasyonları ve tepedeki şapelle ünlü, şehre hakim kutsal tepe. Hac yolu atmosferi, panoramik manzaralar ve huzurlu orman yürüyüşüyle, hem ruhani hem fiziksel bir keşif.;A sacred hill overlooking the city, famous for 14-station stations of the cross and the hilltop chapel. Both spiritual and physical discovery with pilgrimage atmosphere, panoramic views, and peaceful forest walk.;4.4
Hallstatt;Kammerhofmuseum Bad Aussee;Müze;Salzkammergut bölgesinin tarihini, geleneksel kıyafetlerini (Tracht) ve tuz madenciliği geçmişini sergileyen kapsamlı yerel müze. İnteraktif sergiler, tarihi fotoğraflar ve yerel zanaat örnekleriyle, bölge kültürüne derinlemesine dalış.;A comprehensive local museum exhibiting Salzkammergut region's history, traditional costumes (Tracht), and salt mining past. A deep dive into regional culture with interactive exhibitions, historic photos, and local craft examples.;4.5
Hallstatt;Katrin Seilbahn;Aktivite;Bad Ischl'in ev dağına çıkan nostaljik teleferik. 7 göller manzarası buradan görünür.;Nostalgic cable car going up to Bad Ischl's home mountain. 7 lakes view is visible from here.;4.6
Hallstatt;Keramik Hallstatt;Alışveriş;Hallstatt'a özgü geleneksel motiflerle el boyaması yapılan, benzersiz seramik hediyelik eşyalar sunan atölye ve dükkan. Zanaatkarların çalışmasını izleyebilir, kişiselleştirilmiş ürünler sipariş edebilirsiniz.;A workshop and shop offering unique ceramic souvenirs hand-painted with traditional motifs specific to Hallstatt. You can watch artisans work and order personalized products.;4.7
Hallstatt;Kirchenwirt Gosau;Restoran;Gosau kilisesinin yanında, samimi atmosferi ve geniş porsiyonlarıyla bilinen aile restoranı.;Family restaurant next to Gosau church known for its friendly atmosphere and large portions.;4.6
Hallstatt;Konditorei Maislinger Bad Goisern;Kafe;Bad Goisern'in en sevilen pastanesi, nesiller boyu sürdürülen tariflerle yapılan geleneksel Avusturya pastaları ve tatlıları. Sachertorte, Linzertorte ve bölgeye özgü tatlılarla, tatlı bir mola garantisi.;Bad Goisern's most beloved pastry shop with traditional Austrian pastries and desserts made with recipes passed down for generations. A guaranteed sweet break with Sachertorte, Linzertorte, and regional specialties.;4.6
Hallstatt;Konditorei Zauner;Kafe;1832'den beri hizmet veren, İmparator Franz Joseph'in de ziyaret ettiği Avusturya'nın en ünlü pastanelerinden biri. Tarihi reçetelere sadık Zaunerstollen, Sachertorte ve el yapımı çikolatalarıyla, tatlı tutkunlarının hac yeri.;One of Austria's most famous pastry shops serving since 1832, also visited by Emperor Franz Joseph. A pilgrimage site for sweet lovers with Zaunerstollen, Sachertorte, and handmade chocolates faithful to historic recipes.;4.8
Hallstatt;Kongress & TheaterHaus Bad Ischl;Kültür;Her yaz düzenlenen ünlü Lehár Festivali'ne ev sahipliği yapan, kültür ve sanat hayatının merkezi tarihi tiyatro binası. Operetler, konserler ve tiyatro gösterileriyle, canlı bir kültürel takvim sunuyor.;A historic theater building at the center of cultural and artistic life, hosting the famous Lehár Festival every summer. Offering a lively cultural calendar with operettas, concerts, and theater performances.;4.5
Hallstatt;Koppenbrüllerhöhle;Mağara;Dachstein'ın en genç mağarası, 'kükreyen' su kaynaklarıyla ünlüdür. Yeraltı derelerinin ve şelalelerin sesi mağara içinde yankılanır.;Dachstein's youngest cave, famous for its 'roaring' water sources. The sound of underground streams and waterfalls echoes inside the cave.;4.5
Hallstatt;Koppenwinkelsee;Doğa;Obertraun yakınlarında turistik kalabalıklardan uzak, turkuaz renkli kristal berraklığındaki suları ve çam ormanlarıyla çevrili saklı göl. Piknik yapmak, yüzmek ve doğanın sessizliğini dinlemek için Salzkammergut'un gizli cennetlerinden biri.;A hidden lake near Obertraun away from tourist crowds, with turquoise crystal-clear waters and surrounded by pine forests. One of Salzkammergut's hidden paradises for picnicking, swimming, and listening to nature's silence.;4.8
Hallstatt;Krippenstein Lodge;Konaklama;2000 metrede modern ve konforlu konaklama. Sabah gün doğumunu zirvede izlemek için eşsiz.;Modern and comfortable accommodation at 2000 meters. Unique for watching sunrise at the summit.;4.8
Hallstatt;Kurpark Bad Aussee;Doğa;Avusturya'nın coğrafi merkezi sayılan noktanın bulunduğu, tarihi kaplıca parkı ve yeşil alan. Botanik bahçeleri, yürüyüş yolları ve tarihi anıtlarıyla, şehir gezisine huzurlu bir mola vermek için ideal.;A historic spa park and green area containing the point considered the geographical center of Austria. Ideal for taking a peaceful break from city touring with botanical gardens, walking paths, and historic monuments.;4.5
Hallstatt;Kurpark Bad Ischl;Doğa;Şehrin kalbinde, bakımlı çiçek tarhları, havuzlar ve anıtlarla dolu tarihi kaplıca parkı. Konser kulübesi, gül bahçesi ve gölgeli yürüyüş yollarıyla, imparatorluk döneminin zarif park kültürünü yaşatan yeşil vaha.;A historic spa park in the heart of the city filled with well-maintained flower beds, ponds, and monuments. A green oasis keeping the elegant park culture of the imperial era alive with concert pavilion, rose garden, and shaded walking paths.;4.5
Hallstatt;Lake Hallstatt Boat Rental;Aktivite;Elektrikli tekneler kiralayarak sessiz ve huzurlu bir göl turu yapabileceğiniz, Hallstatt limanındaki tekne kiralama servisi. Pedallı veya motorlu seçeneklerle, gölün kristal sularında kendi hızınızda keşif yapmanın tadını çıkarın.;A boat rental service at Hallstatt harbor where you can take a quiet and peaceful lake tour by renting electric boats. With pedal or motorized options, enjoy exploring at your own pace in the crystal waters of the lake.;4.5
Hallstatt;Lambacher Hütte;Doğa;Sandling dağında, kendi halinde işleyen küçük ve samimi dağ kulübesi. Aile işletmesi sıcaklığı, ev yapımı yemekler ve kalabalıktan uzak atmosferiyle, gerçek dağcılık deneyimi arayanların sığınağı.;A small and intimate mountain hut operating independently on Sandling mountain. A refuge for those seeking real mountaineering experience with family-run warmth, homemade dishes, and atmosphere away from crowds.;4.4
