City,Index,Header (TR),Content (TR),Header (EN),Content (EN)
Heidelberg,2,🏘️ Gezilecek Yerler,"- **Heidelberg Kalesi:** Şehre tepeden bakan bu devasa harabe, dünyanın en büyük şarap fıçısına ev sahipliği yapar.
- **Eski Köprü (Alte Brücke):** Kale manzaralı ikonik taş köprü. Kapısındaki maymun heykeline dokunmak şans getirir!
- **Filozoflar Yolu (Philosophenweg):** Nehrin karşı kıyısında, şairlerin ve profesörlerin yürüdüğü, en iyi şehir manzarasına sahip yol.",🏘️ Places to Visit,"- **Heidelberg Castle:** This massive ruin overlooking the city houses the world's largest wine barrel.
- **Old Bridge (Alte Brücke):** The iconic stone bridge. Touching the bronze monkey by the gate is said to bring good luck!
- **Philosophers' Walk (Philosophenweg):** A scenic path on the opposite side of the river where poets and professors walked, offering the best skyline views."
Heidelberg,3,🍽️ Ne Yenir ve İçilir?,"- **Öğrenci Barları:** Untere Strasse bölgesi, uygun fiyatlı bira ve canlı ortam sunan tarihi barlarla doludur.
- **Schneeballen:** ""Kar topu"" tatlısı. Kırarak yenen sert hamurlu bir kurabiye.",🍽️ Food & Drink,"- **Student Pubs:** The Untere Strasse area is full of historic pubs offering cheap beer and a lively atmosphere.
- **Schneeballen:** ""Snowball"" pastry. A hard shortcrust pastry that you smash to eat."
Heidelberg,4,💎 Lokal Sırlar & İpuçları,"- **[Hapishane (Studentenkarzer)](search:Studentenkarzer):** Üniversitenin yaramaz öğrencileri eskiden buraya hapsedilirmiş. Duvarlardaki yüzyıllık graffitiler çok ilginçtir.
- **[Thingstätte](search:Thingstätte):** Tepedeki ormanın içinde, Nazi döneminden kalma devasa bir açık hava amfitiyatrosu. Biraz ürkütücü ama etkileyici.",💎 Local Secrets & Insights,"- **[Student Prison (Studentenkarzer)](search:Studentenkarzer):** Naughty university students were once locked up here. The century-old graffiti on the walls is fascinating.
- **[Thingstätte](search:Thingstätte):** Hidden in the forest on the hill, this massive open-air amphitheater from the Nazi era is eerie but impressive."
Hongkong,1,📅 Ne Zaman Gidilir?,"- **Sonbahar (Ekim-Aralık):** Nem azdır, hava güneşli ve serindir; gezmek için en mükemmel dönemdir.
- **Bahar (Mart-Nisan):** Keyifli olabilir ama sisli günlere hazırlıklı olun.",📅 Best Time to Visit,"- **Autumn (October-December):** Low humidity, clear skies, and mild temperatures make this the absolute best time for sightseeing.
- **Spring (March-April):** Pleasant weather, though be prepared for occasional fog and humidity."
Hongkong,2,🏘️ Semt Rehberi,"- **Central:** İş dünyasının kalbi, lüks mağazalar ve ünlü gece hayatı bölgesi Lan Kwai Fong burada yer alır.
- **Tsim Sha Tsui (TST):** Victoria Limanı'nın en güzel manzarası, müzeler ve alışveriş merkezlerinin olduğu bölge.
- **Mong Kok:** Dünyanın en yoğun bölgelerinden biri; sokak pazarları ve gerçek bir Hong Kong kaosu için gidilmeli.
- **Causeway Bay:** Alışverişin başkenti; hiç sönmeyen ışıklar ve dev mağazalar.",🏘️ Neighborhood Guide,"- **Central:** The financial heart, home to world-class dining, upscale malls, and the famous nightlife of Lan Kwai Fong.
- **Tsim Sha Tsui (TST):** Offers the quintessential skyline view of Hong Kong Island, along with the Cultural Centre and luxury hotels.
- **Mong Kok:** One of the most densely populated spots on Earth—visit for street markets, neon signs, and authentic local energy.
- **Causeway Bay:** A neon-lit shopping paradise where department stores and boutiques stay open late into the night."
Hongkong,3,🍽️ Ne Yenir ve İçilir?,"- **Dim Sum:** Hong Kong mutfağının kalbidir. *Tim Ho Wan* gibi yerlerde dünyanın en ucuz Michelin yıldızlı yemeğini yiyebilirsiniz.
- **Roast Goose:** Çıtır derili fırın kaz eti buranın bir diğer spesiyalidir.
- **Yemek Adabı:** Masada paylaşımlı oturmak (daap toi) çok yaygındır; tanımadığınız biriyle aynı masada yemek yemeye hazır olun.
- **Çay:** Restoranlarda oturduğunuzda ilk gelen çay genellikle bardakları temizlemek içindir, hemen içmeyin!",🍽️ Food & Dining Etiquette,"- **Dim Sum:** The soul of Hong Kong dining. Experience Michelin-starred excellence at affordable prices at spots like *Tim Ho Wan*.
- **Roast Goose:** Known for its crispy skin and tender meat, it's a gourmet local favorite.
- **Dining Etiquette:** Table sharing (""daap toi"") is very common in busy restaurants; don't be surprised if you're seated next to strangers.
- **Tea Ritual:** The first pot of tea served in traditional spots is often intended for rinsing your chopsticks and bowl—watch the locals before you sip!"
Hongkong,4,🚇 Ulaşım İpuçları,"- **Octopus Card:** Sadece ulaşımda değil, marketlerde ve kafelerde de geçen bu kart Hong Kong'da hayatta kalma kitidir.
- **Star Ferry:** Hong Kong Adası ile Kowloon arasında sadece birkaç dakikada geçen bu tarihi feribot, dünyanın en keyifli ulaşım yollarından biridir.
- **MTR:** Dünyanın en verimli metro sistemlerinden biri; her yere ulaşır.",🚇 Transportation Tips,"- **Octopus Card:** A must-have rechargeable card used for all public transport, convenience stores, and many cafes.
- **Star Ferry:** Crossing between Kowloon and Hong Kong Island on this historic ferry is arguably the world’s most scenic (and cheapest) commute.
- **MTR:** Exceptionally clean, fast, and punctual—the MTR covers almost every corner of the metropolitan area."
Hongkong,5,💎 Lokal Sırlar & İpuçları,"- **[Victoria Peak](search:Victoria Peak):** Tepeye çıkmak için meşhur füniküler (Peak Tram) yerine 15 numaralı otobüsü kullanın; yolculuk daha uzun sürer ama manzara harikadır.
- **[Dragon's Back](search:Dragon's Back):** Şehir merkezinden sadece 30 dakikada ulaşabileceğiniz bu yürüyüş rotası, gökdelenlerin ardındaki muhteşem doğayı gösterir.
- **[Lamma Adası](search:Lamma Island):** Araba trafiğinin olmadığı bu adaya gidip taze deniz mahsulleri yiyerek şehirden tamamen uzaklaşabilirsiniz.",💎 Local Secrets & Insights,"- **[Victoria Peak](search:Victoria Peak):** Instead of the crowded Peak Tram, take Bus 15 from Central. It’s cheaper and offers stunning winding views of the island's lush hills.
- **[Dragon's Back Hike](search:Dragon's Back):** A stunning ridge-top walk just 30 minutes from the city center, offering breathtaking views of the coastline and beaches.
- **[Lamma Island](search:Lamma Island):** A car-free sanctuary just a ferry ride away. Go for the fresh seafood restaurants and the peaceful, bohemian vibe."
Istanbul,1,📅 Ne Zaman Gidilir?,"- **Erguvan Mevsimi (Nisan-Mayıs):** Şehir mora boyanır, hava yürüyüş için idealdir. Boğaz hattı bu dönemde bir başka güzel olur.
- **Sonbahar (Eylül-Kasım):** Şehrin en romantik zamanı. Turist kalabalığı azalır, İstanbul'un o tatlı hüznü çöker.
- **İpucu:** Temmuz-Ağustos sıcaklarından kaçınmaya çalışın; nemli hava yokuşları tırmanmayı zorlaştırabilir.",📅 Best Time to Visit,"- **Spring (April-May):** The city turns pink with Juda trees (Erguvan). The weather is crisp, perfect for long Bosphorus walks.
- **Autumn (Sept-Nov):** Locals' favorite season. The melancholy of the Bosphorus is best enjoyed with a light jacket.
- **Tip:** Avoid mid-summer if you can; the humidity can be overwhelming for exploring on foot."
Istanbul,2,🏘️ Semt Rehberi,"- **Karaköy & Galata:** Modern sanat, graffitiler ve tasarım dükkanlarıyla dolu. Sokaklarında kaybolmak için en iyi bölge.
- **Moda (Kadıköy):** Şehrin nefes alanı. Sahilde çimlere yayılmak, vintage dükkanları gezmek ve sakinliği hissetmek için birebir.
- **Cihangir & Çukurcuma:** Antikacılar, kediler ve entelektüel bir hava. Merdivenli sokaklarında harika fotoğraf kareleri yakalarsınız.",🏘️ Neighborhood Guide,"- **Karaköy & Galata:** The heart of the modern vibe. Full of street art, hidden courtyards, and design shops. Great for getting lost.
- **Moda (Asian Side):** A laid-back, residential haven. Think seaside promenades, tea gardens, and a very ""local"" feel.
- **Cihangir & Çukurcuma:** Famous for antique shops and bohemian cafes. You might spot a few writers or actors here."
Istanbul,3,🍽️ Ne Yenir ve İçilir?,"- **Kahvaltı Ritüeli:** Otel kahvaltısını boşverin. *Beşiktaş Kahvaltıcılar Sokağı*'nda veya Cihangir/Moda ara sokaklarında ""serpme kahvaltı"" kültürünü yaşayın. Pişi ve Menemen olmazsa olmaz.
- **Sokak Lezzetleri:**
  - **Midye Dolma:** Tabakta değil, tezgah başında yenir. Limonu sıkın, tadını çıkarın.
  - **Balık Ekmek:** Eminönü'ndeki turistik tekneler yerine, Karaköy hırdavatçılar çarşısının oradaki daha salaş tezgahları keşfedin.
- **Meyhane Kültürü:** Akşam yemeği için *Asmalımescit* yerine, daha lokal kalan *Yeniköy* veya *Kadıköy Güneşli Bahçe Sokak* taraflarını deneyin.",🥯 Gastronomy Route,"- **Breakfast Ritual:** Skip the hotel buffet. Authenticity lies in *Beşiktaş Kahvaltıcılar Sokağı* (Breakfast Street) or the backstreets of Cihangir and Moda.
- **Street Eats:**
  - **Midye Dolma (Stuffed Mussels):** A night-out tradition. Eat them standing at the stall, squeeze lemon, repeat.
  - **Balık Ekmek (Fish Sandwich):** Instead of the rocky boats in Eminönü, try the local grillers in the backstreets of Karaköy fish market.
- **Coffee Culture:** While Turkish coffee is a must, the third-wave coffee scene is exploding in areas like Topağacı and Moda."
Istanbul,4,🚇 Ulaşım & Pratik Bilgiler,"- **İstanbulKart:** Şehrin anahtarı. Vapur, metro, otobüs her yerde geçer.
- **Vapur Terapisi:** Sadece bir ulaşım aracı değil, dünyanın en güzel manzaralı yolculuğudur. Bir çay söyleyin, simidinizi martılarla paylaşın.
- **Metro ve Trafik:** Trafik saatlerinde taksi bulmak imkansızlaşabilir. Metro (M2) ve Tramvay (T1) ağını kullanmak her zaman en hızlı çözümdür.",🚇 Transportation & Logistics,"- **Istanbulkart:** Essential. Buy one at any metro station; it works on ferries, buses, and trams.
- **The Ferry Experience:** The best way to commute. Taking a ferry from Europe to Asia at sunset is cheaper and better than any paid tour.
- **Metro vs Taxi:** Traffic is unpredictable. Rely on the Metro (M2) and Tram (T1) networks to bypass the gridlock."
Istanbul,5,💎 Lokal Sırlar & İpuçları,"- **Alternatif Gün Batımı:** [Galata Kulesi](search:Galata Tower) önündeki kuyrukta saatler harcamayın. Çevredeki teraslı kafeler veya Üsküdar *[Salacak](search:Salacak)* sahili, tarihi yarımada silüetini izlemek için çok daha keyiflidir.
- **Şehrin Gerçek Sahipleri:** Kediler her yerde. Onlara saygılı davranın; onlar İstanbul'un ruhudur.
- **Müze Kart:** Uzun bilet kuyruklarından kurtulmak için mutlaka bir müze kart edinin veya biletinizi online alın.",💎 Local Secrets & Insights,"- **Sunset Views:** Skip the long queue at [Galata Tower](search:Galata Tower). Instead, head to a rooftop terrace nearby or cross to the Asian side to *[Salacak](search:Salacak)* to watch the silhouette of the old city.
- **Cat Capital:** Istanbul belongs to its cats. You'll see them everywhere; they are community-cared and highly respected.
- **Museum Pass:** Highly recommended to save time in ticket lines for major attractions like Topkapi Palace."
Kahire,1,📅 Ne Zaman Gidilir?,- **Ekim-Nisan:** Hava gezmek için idealdir. Yazın sıcaklık dayanılmaz olabilir.,📅 Best Time to Visit,- **October-April:** The weather is pleasant. Summer heat can be unbearable.
Kahire,2,🏘️ Gezilecek Yerler,"- **[Giza Piramitleri ve Sfenks](search:Giza Necropolis):** Dünyanın yedi harikasından ayakta kalan tek yapı. Şehrin hemen kıyısındadır.
- **[Mısır Müzesi](search:Egyptian Museum):** Tutankamon'un hazineleri ve mumyalar burada. (Yeni Büyük Mısır Müzesi'ni de kontrol edin).
- **[Han el-Halili](search:Khan el-Khalili):** Ortaçağdan kalma devasa çarşı. Baharat, lamba ve hediyelik eşya cenneti.",🏘️ Places to Visit,"- **[Pyramids of Giza & Sphinx](search:Giza Necropolis):** The only surviving wonder of the ancient world. Located right on the edge of the city.
- **[Egyptian Museum](search:Egyptian Museum):** Home to Tutankhamun's treasures. (Check if the new Grand Egyptian Museum is open).
- **[Khan el-Khalili](search:Khan el-Khalili):** A massive medieval bazaar. Heaven for spices, lamps, and souvenirs."
Kahire,3,🍽️ Ne Yenir ve İçilir?,"- **Koshary:** Mısır'ın milli yemeği. Pirinç, makarna, mercimek, nohut ve kızarmış soğanın domates sosuyla karışımı. Karbonhidrat bombası!
- **Falafel (Ta'meya):** Mısır'da bakla ile yapılır ve kahvaltıda yenir.
- **Türk Kahvesi:** Burada da çok popülerdir, genellikle kakuleli yapılır.",🍽️ Food & Drink,"- **Koshary:** Egypt's national dish. A mix of rice, pasta, lentils, chickpeas, and fried onions topped with tomato sauce. A carb bomb!
- **Falafel (Ta'meya):** Made with fava beans in Egypt and often eaten for breakfast.
- **Turkish Coffee:** Very popular here, usually brewed with cardamom."
Kahire,4,💎 Lokal Sırlar & İpuçları,"- **Nil Gezisi:** Akşam saatlerinde bir ""Felucca"" (yelkenli) kiralayıp Nil üzerinde gün batımını izleyin; şehrin gürültüsünden uzaklaşın.
- **Uber:** Taksilerle pazarlık yapmak zor olabilir, Uber kullanmak hayat kurtarır.
- **Bahşiş (Baksheesh):** Mısır'da her hizmet için bahşiş beklenir, cebinizde bozuk para bulundurun.",💎 Local Secrets & Insights,"- **Nile Cruise:** Rent a ""Felucca"" (sailboat) at sunset. Sailing on the Nile is the best way to escape the city noise.
- **Uber:** Haggling with taxis can be exhausting; using Uber is a lifesaver.
- **Tipping (Baksheesh):** Tipping is expected for almost everything. Keep small change handy."
Kapadokya,1,📅 Ne Zaman Gidilir?,"- **Bahar:** Doğa uyanırken vadilerde yürüyüş yapmak için en güzel zaman.
- **Kış:** Karlar altındaki peri bacaları manzarası nefes kesicidir; şömine başında ısınmak çok keyiflidir.
- **İpucu:** Balonlar sadece rüzgar uygunsa uçar; garantilemek için en az 2-3 gün kalmalısınız.",📅 Best Time to Visit,"- **Spring:** The best time for hiking in the valleys as nature wakes up.
- **Winter:** The sight of fairy chimneys under snow is breathtaking; warming up by a fireplace is pure cozy bliss.
- **Tip:** Hot air balloons only fly if the wind permits; stay at least 2-3 days to maximize your chances."
Kapadokya,2,🏘️ Bölge Rehberi,"- **Göreme:** Her şeyin merkezi. Açık hava müzesi ve en ikonik manzaralar burada.
- **Ürgüp:** Daha soylu konaklar, şaraphaneler ve gece hayatı için tercih edilebilir.
- **Uçhisar:** Bölgenin en yüksek noktası. Kalesi ve lüks butik otelleriyle meşhurdur.
- **Avanos:** Kızılırmak kenarında, çömlekçiliğin ve sanatın merkezi.",🏘️ Area Guide,"- **Göreme:** The center of it all. Home to the Open Air Museum and the most iconic views.
- **Ürgüp:** Known for its noble stone mansions, wineries, and evening entertainment.
- **Uçhisar:** The highest point in the region. Famous for its castle and luxury boutique cave hotels.
- **Avanos:** Located by the Red River, this is the hub of pottery and local arts."
