Şehir;Yer Adı;Kategori;Bölge;Rating;Açıklama (TR);Description (EN)
Budapeste;Ayakkabılar Anıtı;Tarihi;Pest;4.7;Ayakkabılar Anıtı, Budapeşte'nin Pest bölgesinde, anıt, duygusal, nehir özellikleriyle öne çıkan bir tarihi noktasıdır.;Ayakkabılar Anıtı is a cool spot in Budapest's Pest.
Budapeste;Aziz Stephen Bazilikası;Tarihi;Pest;4.7;Aziz Stephen Bazilikası, Budapeşte'nin Pest bölgesinde, kilise, kubbeye çıkış, heybetli özellikleriyle öne çıkan bir tarihi noktasıdır.;Aziz Stephen Bazilikası is a cool spot in Budapest's Pest.
Budapeste;Bajor Sör-Ház - HB Traunstein Beer House Budapest;Restoran;Budapest;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 441+ ziyaretçi tarafından değerlendirildi.;Bavarian-style beer house serving authentic German cuisine and Traunstein beers. Hearty portions and traditional atmosphere.
Budapeste;Balıkçı Kalesi;Tarihi;Buda;4.7;Tuna ve Pest yakasının en iyi manzarasını sunan masalsı kuleler. 100 yıl önce balıkçılar loncası tarafından korunmuştur.;Dreamy towers offering the best views of the Danube and Pest side, protected by the fishermen's guild 100 years ago.
Budapeste;Balıkçı Tabyası (Fisherman's Bastion);Manzara;Buda;4.8;Balıkçı Tabyası (Fisherman's Bastion), Budapeşte'nin Buda bölgesinde, fotoğraf, tarihi, masalsı özellikleriyle öne çıkan bir manzara noktasıdır.;Balıkçı Tabyası (Fisherman's Bastion) is a cool spot in Budapest's Buda.
Budapeste;Beerstro14 Steak House Restaurant;Restoran;Budapest;4.8;Craft beer & a meat-based menu with dishes like steak, schnitzel & ribs in a roomy, trendy hangout.;Craft beer & a meat-based menu with dishes like steak, schnitzel & ribs in a roomy, trendy hangout.
Budapeste;Ben The Goose Coffee Bar;Cafe;Budapest;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Must-visit coffee bar with excellent flat whites, delicious cakes and cinnamon rolls. Cozy interior with rotating art exhibitions.
Budapeste;Bilanx;Restoran;Budapest;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 400+ ziyaretçi tarafından değerlendirildi.;Balance-focused eatery offering healthy, well-portioned meals in a modern setting.
Budapeste;Blue Bird Roastery;Cafe;Budapest;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Local roastery and coffee shop serving freshly roasted specialty coffee. Known for quality beans and expert brewing.
Budapeste;Blueberry Brunch;Restoran;Budapest;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 6545+ ziyaretçi tarafından değerlendirildi.;Modern brunch spot near St. Stephen's Basilica with blueberry-themed specialties. All-day breakfast, eggs Benedict and avocado toast. Vegan options available.
Budapeste;Bors Gastro Bar;Restoran;Budapest;4.8;Trendy bistro serving carefully sourced street food & homemade desserts in a snug, funky atmosphere.;Trendy bistro serving carefully sourced street food & homemade desserts in a snug, funky atmosphere.
Budapeste;Bors GasztroBár;Restoran;Yahudi Mahallesi;4.9;Yaratıcı çorbaları ve gurme baget sandviçleriyle Budapeşte'nin en sevilen ve en özgün sokak lezzeti duraklarından biri.;One of Budapest's most beloved and unique street food spots, known for creative soups and gourmet baguette sandwiches.
Budapeste;Bortodoor City;Bar;Budapest;4.9;Budapeşte'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Wine bar offering curated selection of Hungarian wines with knowledgeable staff and tasting experiences.
Budapeste;Boutiq' Bar;Bar;Pest;4.8;Budapeşte'nin en iyi kokteyl barlarından biri. Dünyanın en iyi barları listesine girmiş, sıra dışı sunumları ve uzman miksolojistleriyle ünlü.;One of Budapest's best cocktail bars, featured on world's best bars lists and known for extraordinary presentations and expert mixologists.
Budapeste;Buda Kalesi;Tarihi;Buda;4.6;Macar krallarının tarihi saray kompleksi. Şimdi Ulusal Galeri ve Tarih Müzesi'ne ev sahipliği yapan UNESCO miras alanı.;The historic palace complex of Hungarian kings. A UNESCO site now housing the National Gallery and History Museum.
Budapeste;Budapest Eye;Deneyim;Deák Ferenc tér;4.4;Erzsébet Meydanı'nda bulunan dev dönme dolap. Şehri Pest yakasının kalbinden yukarıdan izlemek için harika bir nokta.;The giant Ferris wheel in Erzsébet Square. A great spot to view the city from above in the heart of the Pest side.
Budapeste;Budapest Zoo & Botanical Garden;Park;Városliget;4.7;Dünyanın en eski hayvanat bahçelerinden biri. Sadece hayvanlarıyla değil, Art Nouveau tarzı binalarıyla (Fil Evi gibi) mimari bir hazinedir.;One of the oldest zoos in the world. An architectural treasure not just for its animals but for its Art Nouveau buildings (like the Elephant House).
Budapeste;Bálna Budapest;Deneyim;Pest;4.5;Tuna kıyısında dev bir balığı andıran cam ve çelik konstrüksiyonlu modern yapı. İçinde sanat galerileri, dükkanlar ve nehre nazır harika kafeler bulunur.;A modern glass and steel structure on the Danube bank shaped like a whale. It houses art galleries, shops, and wonderful riverside cafes.
Budapeste;CHIMNEY CAKE ZONE & CHURRÍA;Deneyim;Budapest;4.9;Budapeşte'de benzersiz bir deneyim sunan mekan. Yerel kültürü yakından tanıma fırsatı.;Traditional Hungarian chimney cake (kürtőskalács) and Spanish churros. Sweet treats freshly made with various toppings.
Budapeste;COFFEETUNED - specialty coffee;Cafe;Budapest;5;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee shop with focus on precision brewing and quality beans. Modern, minimalist atmosphere.
Budapeste;CONI Bar & Brunch;Restoran;Budapest;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 1476+ ziyaretçi tarafından değerlendirildi.;Trendy bar and brunch spot with creative cocktails and all-day breakfast options in a stylish setting.
Budapeste;Cabrio;Restoran;Budapest;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 241+ ziyaretçi tarafından değerlendirildi.;Rooftop venue with panoramic city views, offering cocktails and light bites in a relaxed atmosphere.
Budapeste;Cafe Brunch Budapest - Bazilika;Cafe;Budapest;4.7;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;All-day breakfast spot near St. Stephen's Basilica with outdoor terrace. Hungarian and international brunch dishes. Beautiful historic building interior.
Budapeste;Caferol Kávézó Bistro;Cafe;Budapest;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Cozy neighborhood café serving quality coffee and light bistro fare. Friendly atmosphere and homemade pastries.
Budapeste;Café Gerbeaud;Cafe;Vörösmarty Meydanı;4.4;Café Gerbeaud, Budapeşte'nin gastronomi sahnesinde önemli bir yere sahip. Vörösmarty Meydanı'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.;The address of authentic flavors, Café Gerbeaud is one of Vörösmarty Meydanı's most preferred venues. With its warm ambiance, attentive service and rich menu, it has become indispensable for both locals and tourists.
Budapeste;Cave Church (Sziklatemplom);Tarihi;Gellért Tepesi;4.5;Cave Church (Sziklatemplom), Budapeşte'nin zengin tarihine tanıklık eden muhteşem bir yapı. Gellért Tepesi bölgesindeki bu anıtsal mekan, yüzyılların izlerini taşıyan mimarisi, özgün detayları ve kültürel önemiyle hem tarih tutkunlarını hem mimari severlerini büyülüyor.;Carrying the glory of the past to the present, Cave Church (Sziklatemplom) is one of Gellért Tepesi's most important historical structures. Its preserved original texture and magnificent architecture await discovery.
Budapeste;Caviar & Bull Budapest;Restoran;Budapest;4.7;Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 1297+ ziyaretçi tarafından değerlendirildi.;Upscale dining venue specializing in premium caviar and beef. Luxurious atmosphere for special occasions.
Budapeste;Chez Dodo;Cafe;Budapest;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;La Liste's top 5 pastry discovery worldwide! Best macarons in Hungary with flavors like mango-passion fruit. Beautiful interior and kind service.
Budapeste;Children's Railway;Müze;Buda Hills;4.6;Aksiyon dolu bir gün geçirmek isteyenler için Children's Railway ideal bir tercih. Buda Hills'daki bu mekanda hem fiziksel aktiviteler hem de interaktif deneyimlerle enerjinizi yükseltebilirsiniz.;Aksiyon dolu bir gün geçirmek isteyenler için Children's Railway ideal bir tercih. Buda Hills'daki bu mekanda hem fiziksel aktiviteler hem de interaktif deneyimlerle enerjinizi yükseltebilirsiniz.
Budapeste;Children's Railway (Gyermekvasút);Müze;Buda Hills;4.8;Dünyanın en büyük çocuk demiryolu. Trenler, kıyafetleri ve disiplinleriyle örnek olan çocuklar tarafından işletilir (makinist hariç).;The world's largest children's railway. Trains are operated by children (except the driver) in uniform, following strict discipline.
Budapeste;Cintányéros;Bar;Budapest;4.8;Budapeşte'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Romantic wine tavern with vintage decor and live piano. Quality Hungarian wines, craft beers and carefully selected food pairings.
Budapeste;Citadella;Müze;Gellért Tepesi;4.5;Gellért Tepesi'nin en tepesinde yer alan, 1851 yılında Avusturya İmparatorluğu tarafından inşa edilmiş olan devasa kale.;The massive fortress atop Gellért Hill, built by the Austrian Empire in 1851.
Budapeste;City Park (Városliget);Park;Városliget;4.6;City Park (Városliget), Budapeşte'nin yeşil ciğerlerinden biri olarak Városliget bölgesinde huzur arayanları bekliyor. Geniş çim alanları, gölgelik yürüyüş yolları, çocuk oyun alanları ve piknik noktalarıyla ailelerin ve doğa severlerin favorisi.;For those seeking escape from the city's crowds, City Park (Városliget) is a perfect sanctuary. This green oasis in Városliget offers different beauty each visit with its botanical diversity and seasonal flower gardens.
Budapeste;Color Bar & Bistro Budapest;Restoran;Budapest;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 304+ ziyaretçi tarafından değerlendirildi.;Stylish bar and bistro with colorful interior, creative cocktails and contemporary cuisine in the heart of Budapest.
Budapeste;Comme Chez Soi;Restoran;Budapest;4.7;Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 3526+ ziyaretçi tarafından değerlendirildi.;French-inspired bistro serving classic dishes with Hungarian touches in an elegant yet comfortable setting.
Budapeste;CoolDown Budapest;Bar;Budapest;5;Budapeşte'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Refreshing spot offering iced drinks, smoothies and light bites. Perfect for cooling down while exploring the city.
Budapeste;Cork breakfast & wine;Restoran;Budapest;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 2472+ ziyaretçi tarafından değerlendirildi.;Unique concept combining breakfast fare with wine. Quality brunch options and curated wine selection.
Budapeste;Costes Downtown;Restoran;Budapest;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 2739+ ziyaretçi tarafından değerlendirildi.;Michelin-starred fine dining restaurant offering creative interpretations of modern Hungarian cuisine. Impressive tasting menus and stylish interior.
Budapeste;Croi - Bakery, Brunch, Cafe, Budapest;Cafe;Budapest;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Artisan bakery and brunch café serving fresh pastries, sourdough bread and all-day breakfast. Cozy atmosphere.
Budapeste;Csendes Létterem;Restoran;Pest;4.7;Eski bir sarayın kalıntılarında yer alan, tavanından sarkan oyuncak bebekler ve vintage eşyalarla dolu büyüleyici bir bohem bar/kafe.;A charming bohemian bar/cafe located in the ruins of an old palace, filled with vintage items and dolls hanging from the ceiling.
Budapeste;Cserje Coffee;Cafe;Budapest;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee shop focusing on quality brewing and locally roasted beans. Welcoming atmosphere for coffee enthusiasts.
Budapeste;Csupor - Specialty Coffee;Cafe;Budapest;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Third-wave coffee spot with carefully selected beans and skilled baristas. Modern, minimalist design.
Budapeste;DARK SIDE BUDAPEST Coffee, Desserts, Cakes, Shisha, Hookah, Cocktail, Alcohol bar;Cafe;Budapest;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Unique venue combining specialty coffee, decadent desserts, hookah and cocktails. Dark, atmospheric interior.
Budapeste;Dania's Table Restaurant Budapest;Restoran;Budapest;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 134+ ziyaretçi tarafından değerlendirildi.;Cozy restaurant with homestyle cooking and warm hospitality. Quality Hungarian and international dishes.
Budapeste;Dehogynem kávéműhely;Restoran;Budapest;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 252+ ziyaretçi tarafından değerlendirildi.;Specialty coffee workshop serving expertly crafted drinks in a welcoming atmosphere.
Budapeste;Deryne;Restoran;Buda;4.7;Buda yakasının en şık ve ikonik bistrosu. 1914'ten beri hizmet veren bu mekan, mükemmel kahvaltısı ve kozmopolit havasıyla bilinir.;The most elegant and iconic bistro on the Buda side. Serving since 1914, it's known for its excellent breakfast and cosmopolitan vibe.
Budapeste;Deshi Dine Taste of Home;Restoran;Budapest;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 1022+ ziyaretçi tarafından değerlendirildi.;Authentic South Asian cuisine bringing homestyle flavors to Budapest. Generous portions and friendly service.
Budapeste;Doblo Wine Bar;Bar;Yahudi Mahallesi;4.7;Tuğla duvarları ve loş ışıklarıyla çok samimi bir şarap barı. Macar şaraplarını keşfetmek için harika tadım menüleri sunar.;An intimate wine bar with brick walls and dim lighting, offering excellent tasting menus to explore Hungarian wines.
Budapeste;Dobrumba;Restoran;Yahudi Mahallesi;4.8;Orta Doğu ve Akdeniz mutfaklarından seçkin mezeler sunan, her zaman kalabalık ve enerjik bir atmosfere sahip gurme noktası.;A gourmet spot with a bustling and energetic atmosphere, serving exquisite mezes from Middle Eastern and Mediterranean cuisines.
Budapeste;Dohány Synagogu;Tarihi;Yahudi Mahallesi;4.5;Geçmişin görkemini günümüze taşıyan Dohány Synagogu, Yahudi Mahallesi'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Geçmişin görkemini günümüze taşıyan Dohány Synagogu, Yahudi Mahallesi'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.
Budapeste;ELTE Füvészkert (Botanik Bahçesi);Park;Pest;4.6;Budapeşte'nin en eski botanik bahçesi. Viktorya tarzı seraları ve yüzlerce bitki türüyle huzur dolu bir kaçış noktası.;Budapest's oldest botanical garden. A peaceful escape with Victorian-style greenhouses and hundreds of plant species.
Budapeste;Edison & Jupiter Specialty Cafe and gastrolab;Cafe;Budapest;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee and gastro laboratory combining excellent brewing with innovative food concepts.
